p10,p25,p50,p75,p90,metric,comid,result_type,gageid
0.6590000000000004,3.45,7.555000000000003,15,26.799999999999997,DS_Mag_90,22514458,observed,11095500
2,3,5.5,8,9.3,FA_Dur,22514458,observed,11095500
3.409091241856825,5.391314105396,10.435869147712848,20.671840955653575,49.07855128632565,FA_Mag,22514458,observed,11095500
0,2,27,45,54.3,FA_Tim,22514458,observed,11095500
0.0474025974025974,0.0625,0.07692307692307693,0.09258658008658008,0.12500000000000006,SP_ROC,22514458,observed,11095500
38,55.75,103,170.5,217.2,SP_Dur,22514458,observed,11095500
13,38,120.5,290,809.3000000000005,SP_Mag,22514458,observed,11095500
97.9,136,159,192.25,227.3,SP_Tim,22514458,observed,11095500
22.200000000000003,33,72,129.5,149,Wet_BFL_Dur,22514458,observed,11095500
1.7100000000000002,2.8625000000000003,6.1,11.500000000000002,17.9,Wet_BFL_Mag_10,22514458,observed,11095500
3.2800000000000007,6.875,19,57,99.84999999999997,Wet_BFL_Mag_50,22514458,observed,11095500
31.1,54.75,86,117.25,123,Wet_Tim,22514458,observed,11095500
75,87.75,129,146.25,149.5,Peak_Tim_10,22514458,observed,11095500
70.3,110.875,135.25,159.875,180.3,Peak_Tim_2,22514458,observed,11095500
89.2,125.5,135.75,150,161.25,Peak_Tim_5,22514458,observed,11095500
1,1.25,2,2,4,Peak_Dur_10,22514458,observed,11095500
1,2,7,18.5,33.20000000000003,Peak_Dur_2,22514458,observed,11095500
1.1,2,3.5,5,5,Peak_Dur_5,22514458,observed,11095500
1915.000000000001,1915.000000000001,1915.000000000001,1915.000000000001,1915.000000000001,Peak_10,22514458,observed,11095500
255,255,255,255,255,Peak_2,22514458,observed,11095500
1062.0000000000002,1062.0000000000002,1062.0000000000002,1062.0000000000002,1062.0000000000002,Peak_5,22514458,observed,11095500
1,1,1,1.75,2.5,Peak_Fre_10,22514458,observed,11095500
1,1,2,3,5,Peak_Fre_2,22514458,observed,11095500
1,1,2,2,2.9000000000000004,Peak_Fre_5,22514458,observed,11095500
124.3,154.75,184.5,226.75,258,DS_Dur_WS,22514774,observed,11098000
212.5,246.5,271.5,284,302.5,DS_Tim,22514774,observed,11098000
0.1,0.2,0.6,1.225,3.0380000000000003,DS_Mag_50,22514774,observed,11098000
0.409,0.7750000000000001,1.837,3.7,7.970000000000001,DS_Mag_90,22514774,observed,11098000
2,3,5,8,9,FA_Dur,22514774,observed,11098000
1.6211849173963675,2.1093833553529757,4.106005885625648,15.881382421401735,34.18177750166008,FA_Mag,22514774,observed,11098000
4.2,17,39,48,61.40000000000001,FA_Tim,22514774,observed,11098000
0.04761904761904764,0.05882352941176465,0.0666666666666667,0.08617424242424244,0.11823529411764702,SP_ROC,22514774,observed,11098000
40,53,71,99.75,148.5,SP_Dur,22514774,observed,11098000
3.3,14,60,124,342,SP_Mag,22514774,observed,11098000
136,151,182,208.5,232.5,SP_Tim,22514774,observed,11098000
30.6,54.75,84,138.5,169,Wet_BFL_Dur,22514774,observed,11098000
0.7,0.9550000000000002,1.6749999999999998,3.2350000000000003,6.922000000000001,Wet_BFL_Mag_10,22514774,observed,11098000
1.5,2.3,5,14.325,39.400000000000006,Wet_BFL_Mag_50,22514774,observed,11098000
33.3,58,83.5,109.75,125.7,Wet_Tim,22514774,observed,11098000
113,125.5,141,148,152,Peak_Tim_10,22514774,observed,11098000
82.1,114.5,131,144,157.40000000000003,Peak_Tim_2,22514774,observed,11098000
74.5,101.25,133,143.625,150.7,Peak_Tim_5,22514774,observed,11098000
1,1,1,2.5,3,Peak_Dur_10,22514774,observed,11098000
1,1,3,7,13,Peak_Dur_2,22514774,observed,11098000
1,1,2,3.75,5.900000000000002,Peak_Dur_5,22514774,observed,11098000
859.5,859.5,859.5,859.5,859.5,Peak_10,22514774,observed,11098000
167,167,167,167,167,Peak_2,22514774,observed,11098000
480,480,480,480,480,Peak_5,22514774,observed,11098000
1,1,1,1.5,2,Peak_Fre_10,22514774,observed,11098000
1,1,2,3,4,Peak_Fre_2,22514774,observed,11098000
1,1,1,2,3,Peak_Fre_5,22514774,observed,11098000
127,143.75,170,207.5,252.8,DS_Dur_WS,22514894,observed,11100000
195.4,240.5,291,302.75,312.5,DS_Tim,22514894,observed,11100000
0.2,0.4375,0.8,1.575,2.79,DS_Mag_50,22514894,observed,11100000
0.71,1.1,1.7950000000000004,3.3150000000000004,7.870000000000001,DS_Mag_90,22514894,observed,11100000
2,2.5,4,6.5,9,FA_Dur,22514894,observed,11100000
1.275753815128408,2.092943415896777,3.5819089087232725,8.468015288485876,15.00676445503198,FA_Mag,22514894,observed,11100000
5,26.5,43,50,70,FA_Tim,22514894,observed,11100000
0.04931972789115647,0.05863891010949833,0.0683908045977011,0.0953079178885631,0.14,SP_ROC,22514894,observed,11100000
45,58.25,77,100,118.1,SP_Dur,22514894,observed,11100000
2.1100000000000003,6.05,23.5,84,246.5000000000002,SP_Mag,22514894,observed,11100000
138.5,160,189.5,213.75,235.4,SP_Tim,22514894,observed,11100000
31,54.5,88,152.5,190,Wet_BFL_Dur,22514894,observed,11100000
0.8,1.03,1.5400000000000005,2.9,4.4,Wet_BFL_Mag_10,22514894,observed,11100000
1.4,2.3,3.8,9.65,21,Wet_BFL_Mag_50,22514894,observed,11100000
31,57.5,87,112,126,Wet_Tim,22514894,observed,11100000
77.5,95,122,132.5,142.5,Peak_Tim_10,22514894,observed,11100000
88.2,114.25,133,153,175.20000000000005,Peak_Tim_2,22514894,observed,11100000
66,106.25,133,141,150,Peak_Tim_5,22514894,observed,11100000
1,1,1,1.75,4,Peak_Dur_10,22514894,observed,11100000
1,2,3,10,12.600000000000009,Peak_Dur_2,22514894,observed,11100000
1,1,1,4,5,Peak_Dur_5,22514894,observed,11100000
569.0000000000003,569.0000000000003,569.0000000000003,569.0000000000003,569.0000000000003,Peak_10,22514894,observed,11100000
95,95,95,95,95,Peak_2,22514894,observed,11100000
329.80000000000024,329.80000000000024,329.80000000000024,329.80000000000024,329.80000000000024,Peak_5,22514894,observed,11100000
1,1,1,1,1.5,Peak_Fre_10,22514894,observed,11100000
1,1,2,3,4.400000000000002,Peak_Fre_2,22514894,observed,11100000
1,1,1,2,3,Peak_Fre_5,22514894,observed,11100000
123,169,200.5,252,281,DS_Dur_WS,17567911,observed,11111500
188.4,220.75,256.5,280.5,294.3,DS_Tim,17567911,observed,11111500
0.07500000000000001,0.15,0.455,1.0225,2.0475,DS_Mag_50,17567911,observed,11111500
0.28,0.87,1.775,4.32,9.064500000000006,DS_Mag_90,17567911,observed,11111500
3,4,5,7.5,14,FA_Dur,17567911,observed,11111500
2.054970909527258,3.533442942912896,5.998954682061966,19.470954785629186,34.947222471914024,FA_Mag,17567911,observed,11111500
18,29,40,52,64,FA_Tim,17567911,observed,11111500
0.04277294685990335,0.05261428867833179,0.06460895394759049,0.08180056971330553,0.10336553859293264,SP_ROC,17567911,observed,11111500
33.5,53,86.5,126,156.3,SP_Dur,17567911,observed,11111500
4.687,16.75,79.80000000000001,262,1072.0000000000005,SP_Mag,17567911,observed,11111500
112.5,139,156.5,182.5,196.9,SP_Tim,17567911,observed,11111500
19,33.5,57,91.5,145.4,Wet_BFL_Dur,17567911,observed,11111500
0.2792,0.9,1.7,3,5.739599999999999,Wet_BFL_Mag_10,17567911,observed,11111500
0.94,1.5750000000000002,5.15,16.5,54.89999999999999,Wet_BFL_Mag_50,17567911,observed,11111500
26.2,48.5,91,117,140,Wet_Tim,17567911,observed,11111500
118.9,126.25,134,141.75,145.9,Peak_Tim_10,17567911,observed,11111500
107.8,120,139,154.75,163.5,Peak_Tim_2,17567911,observed,11111500
96.8,116.5,131,139.375,148.45000000000002,Peak_Tim_5,17567911,observed,11111500
1,1.5,2,2,2.4000000000000004,Peak_Dur_10,17567911,observed,11111500
1,2,4,8.5,19.4,Peak_Dur_2,17567911,observed,11111500
1,1,2,3,4,Peak_Dur_5,17567911,observed,11111500
2782.000000000001,2782.000000000001,2782.000000000001,2782.000000000001,2782.000000000001,Peak_10,17567911,observed,11111500
223,223,223,223,223,Peak_2,17567911,observed,11111500
1548,1548,1548,1548,1548,Peak_5,17567911,observed,11111500
1,1,1,2,2,Peak_Fre_10,17567911,observed,11111500
1,1,2,3,4.699999999999999,Peak_Fre_2,17567911,observed,11111500
1,1,1,2,3,Peak_Fre_5,17567911,observed,11111500
171.5,188.75,219.5,240,280.5,DS_Dur_WS,17574397,observed,11113000
182.8,212,236,252,266,DS_Tim,17574397,observed,11113000
0.2,0.3,2.095,6.305,15.5,DS_Mag_50,17574397,observed,11113000
2.05,5.382749999999999,17,38,72.17000000000002,DS_Mag_90,17574397,observed,11113000
2,3,4,7,8,FA_Dur,17574397,observed,11113000
2.9225330251847135,6.4779512611085535,35.999884724927554,155.98557562227688,698.155756727736,FA_Mag,17574397,observed,11113000
7,24,38,50,64.8,FA_Tim,17574397,observed,11113000
0.039781567968530863,0.04837474491263953,0.05758077879038939,0.07153734137715831,0.10297640653357532,SP_ROC,17574397,observed,11113000
35,49,71,95,137.2,SP_Dur,17574397,observed,11113000
132.8,307,1110,4410,11780.000000000002,SP_Mag,17574397,observed,11113000
95.8,129,152,177,197.40000000000003,SP_Tim,17574397,observed,11113000
20.8,32,55,86,115.4,Wet_BFL_Dur,17574397,observed,11113000
1.904,5.5969999999999995,16.400000000000002,32.54,65.07200000000002,Wet_BFL_Mag_10,17574397,observed,11113000
10.71,22,48.5,141,445.6000000000001,Wet_BFL_Mag_50,17574397,observed,11113000
38.8,67,91,113,127.4,Wet_Tim,17574397,observed,11113000
114.6,121.5,132,135,144.2,Peak_Tim_10,17574397,observed,11113000
87.4,115,132,147.5,163.60000000000002,Peak_Tim_2,17574397,observed,11113000
113.6,132.25,141.75,153.5,174.20000000000002,Peak_Tim_5,17574397,observed,11113000
1,1,1,3,3.1999999999999993,Peak_Dur_10,17574397,observed,11113000
1,1,3,6,9.6,Peak_Dur_2,17574397,observed,11113000
1,1,1,2.75,3.6000000000000014,Peak_Dur_5,17574397,observed,11113000
18420,18420,18420,18420,18420,Peak_10,17574397,observed,11113000
3110,3110,3110,3110,3110,Peak_2,17574397,observed,11113000
11340.000000000004,11340.000000000004,11340.000000000004,11340.000000000004,11340.000000000004,Peak_5,17574397,observed,11113000
1,1,1,2,2,Peak_Fre_10,17574397,observed,11113000
1,1,2,3,4.600000000000001,Peak_Fre_2,17574397,observed,11113000
1,1,1,1.75,2.3000000000000007,Peak_Fre_5,17574397,observed,11113000
104.5,125.75,167,217.25,252,DS_Dur_WS,17586470,observed,11115500
226,263,295,314,335,DS_Tim,17586470,observed,11115500
0.895,1.9,2.95,4.425000000000001,7.525,DS_Mag_50,17586470,observed,11115500
2.2,3.4975,6,14.31000000000008,23.35000000000001,DS_Mag_90,17586470,observed,11115500
2,3,5,7,10,FA_Dur,17586470,observed,11115500
3.0194726415596422,8.042862511718967,16.98345509411577,111.4899362574661,163.9987189211863,FA_Mag,17586470,observed,11115500
5,17,41,53,65,FA_Tim,17586470,observed,11115500
0.03823051948051946,0.04687500000000011,0.06066176470588233,0.07596153846153844,0.12485311398354872,SP_ROC,17586470,observed,11115500
51,58,76,121,161,SP_Dur,17586470,observed,11115500
5.6,11,138,404,1130,SP_Mag,17586470,observed,11115500
137,164,193,225,242,SP_Tim,17586470,observed,11115500
47.5,66,95,143.5,184,Wet_BFL_Dur,17586470,observed,11115500
1.4350000000000005,2.61,5.08,12.985,37.2,Wet_BFL_Mag_10,17586470,observed,11115500
3.7,5.6,13,47.125,166.25,Wet_BFL_Mag_50,17586470,observed,11115500
39,58.25,93,115.5,124,Wet_Tim,17586470,observed,11115500
114.8,124,143,151.5,152.8,Peak_Tim_10,17586470,observed,11115500
85,109.5,134.5,149.5,160,Peak_Tim_2,17586470,observed,11115500
113.6,132,139.5,151,153.6,Peak_Tim_5,17586470,observed,11115500
1,1,2,2,3.200000000000001,Peak_Dur_10,17586470,observed,11115500
1,1.5,3,9.5,20,Peak_Dur_2,17586470,observed,11115500
1,1,2,2,2.8000000000000007,Peak_Dur_5,17586470,observed,11115500
3320,3320,3320,3320,3320,Peak_10,17586470,observed,11115500
448,448,448,448,448,Peak_2,17586470,observed,11115500
2100,2100,2100,2100,2100,Peak_5,17586470,observed,11115500
1,1,1,1.5,2.4000000000000004,Peak_Fre_10,17586470,observed,11115500
1,1,2,3,4,Peak_Fre_2,17586470,observed,11115500
1,1,1,1,2,Peak_Fre_5,17586470,observed,11115500
114.7,147,177,223.5,277.2,DS_Dur_WS,17586460,observed,11116000
191.4,230,272,295,306.6,DS_Tim,17586460,observed,11116000
0.39000000000000007,0.6,1.1,2.425,3.4500000000000006,DS_Mag_50,17586460,observed,11116000
0.8,1.15,1.7,5.7075000000000005,11.1,DS_Mag_90,17586460,observed,11116000
3,4,5,6.5,10,FA_Dur,17586460,observed,11116000
1.2055954976581678,2.6356948097536863,4.895967057644671,14.969454592095278,35.17123200159398,FA_Mag,17586460,observed,11116000
17,32.5,40,47.5,62.60000000000001,FA_Tim,17586460,observed,11116000
0.04434782608695654,0.05377030996226042,0.07417582417582416,0.09090909090909098,0.1125,SP_ROC,17586460,observed,11116000
36.9,53.25,70,87,102.4,SP_Dur,17586460,observed,11116000
3.02,7.6,22,154,427.00000000000034,SP_Mag,17586460,observed,11116000
150.9,174,191,213,223.1,SP_Tim,17586460,observed,11116000
48,71,104,146,157.80000000000004,Wet_BFL_Dur,17586460,observed,11116000
1.08,1.5500000000000007,2.55,3.4,7.880000000000015,Wet_BFL_Mag_10,17586460,observed,11116000
1.9,2.7,4.4,12,45.10000000000005,Wet_BFL_Mag_50,17586460,observed,11116000
37.1,55.5,85.5,107.75,118,Wet_Tim,17586460,observed,11116000
124,134.625,146.75,151.75,168,Peak_Tim_10,17586460,observed,11116000
88.6,127,135.5,149.75,157.8,Peak_Tim_2,17586460,observed,11116000
106,122,133,146.75,152,Peak_Tim_5,17586460,observed,11116000
1,1,1.5,2.75,3.5,Peak_Dur_10,17586460,observed,11116000
1,1.5,4,8.5,16.400000000000002,Peak_Dur_2,17586460,observed,11116000
1,1,2,2.5,3,Peak_Dur_5,17586460,observed,11116000
1346,1346,1346,1346,1346,Peak_10,17586460,observed,11116000
168,168,168,168,168,Peak_2,17586460,observed,11116000
749.8000000000001,749.8000000000001,749.8000000000001,749.8000000000001,749.8000000000001,Peak_5,17586460,observed,11116000
1,1,1,1.75,2.5,Peak_Fre_10,17586460,observed,11116000
1,1,2,4,4,Peak_Fre_2,17586460,observed,11116000
1,1,1,2,2,Peak_Fre_5,17586460,observed,11116000
174,185.5,218.5,267.75,302.9,DS_Dur_WS,17586774,observed,11117600
173.79999999999998,201,226.5,265,283,DS_Tim,17586774,observed,11117600
0.1,0.2475,0.36,0.5,1.29,DS_Mag_50,17586774,observed,11117600
0.3148000000000001,0.6147500000000001,0.8500000000000003,2.8525000000000027,4.306000000000002,DS_Mag_90,17586774,observed,11117600
2.2,3,5,7,14.400000000000006,FA_Dur,17586774,observed,11117600
1.893601847179012,2.006090859541943,11.980239831271907,16.949563365096203,21.589261309991485,FA_Mag,17586774,observed,11117600
