comid,metric,p10,p25,p50,p75,p90,source,result_type,gageid
8933522,Wet_BFL_Mag_50,13.9784192259728,17.9304554083518,18.7204117213138,22.9277046274914,33.8860930003611,model,predicted,10343500
8933522,Wet_Tim,130.2525,146,150.3,155.38125,169.55,model,predicted,10343500
20331150,Peak_Dur_2,1,1,3,7,16,inferred,predicted,11023310
20331150,Peak_Dur_5,1,1,1,3,4.8,inferred,predicted,11023310
20331150,Peak_Fre_2,1,1,2,3,5,inferred,predicted,11023310
20331150,Peak_Fre_5,1,1,1,2,3,inferred,predicted,11023310
20331150,Peak_10,101.80695108540002,129.695094839725,137.811594051921,152.953555302064,207.886423635931,model,predicted,11023310
20331150,Peak_2,10.6760938514695,23.6393147250605,49.36573016363071,53.00000000000011,54.349123159071205,model,predicted,11023310
20331150,Peak_5,57.04654,86.86998,93.6,105.1378,122.1752,model,predicted,11023310
20331150,DS_Dur_WS,112.180833333333,143.59375,187.3625,210.90625,252,model,predicted,11023310
20331150,DS_Mag_50,-1.49199402832423e-16,0,8.81660541890993e-4,0.0499999999999999,0.105809244613721,model,predicted,11023310
20331150,DS_Mag_90,0.00264819909021285,0.0300098952330096,0.115886850258105,0.222278343401113,0.353082974943803,model,predicted,11023310
20331150,DS_Tim,196.3,217.44375,246.566666666666,275.90625,302.516666666667,model,predicted,11023310
20331150,FA_Dur,2,3,4,7,9,obs,predicted,11023310
20331150,FA_Mag,0.721639441876995,1.36284903175605,2.93018742096002,7.94086583692186,12.9590164392884,model,predicted,11023310
20331150,FA_Tim,4.82333333333333,11,31,46.3520833333334,62,model,predicted,11023310
20331150,Peak_Dur_10,1,1,1,2,3.2,obs,predicted,11023310
20331150,Peak_Fre_10,1,1,1,1,2,obs,predicted,11023310
20331150,SP_Dur,24.275,39.9375,66.1125,100.575,138.92,model,predicted,11023310
20331150,SP_Mag,0.916103097893011,2.73740841921769,9.41473813871234,23.5308982943234,39.6392844347863,model,predicted,11023310
20331150,SP_ROC,0.0426683716965046,0.055194810813607303,0.0714285714285714,0.102555203630074,0.166666666666667,obs,predicted,11023310
20331150,SP_Tim,146.46,168.28125,188.145833333333,210.425,231.5875,model,predicted,11023310
20331150,Wet_BFL_Dur,43.6925,74.7375,130.466666666666,157.30625,188.16,model,predicted,11023310
20331150,Wet_BFL_Mag_10,0.00297578826472138,0.040992472536896,0.0972803359346897,0.17122385212081,0.269483840540991,model,predicted,11023310
20331150,Wet_BFL_Mag_50,0.0909540707865893,0.200059278442034,0.328284556036319,0.53065735160634,0.93,model,predicted,11023310
20331150,Wet_Tim,30.1666666666667,42,64,94,118.5,model,predicted,11023310
20331242,Peak_Dur_2,1,1,3,7,16,inferred,predicted,11023325
20331242,Peak_Dur_5,1,1,1,3,4.8,inferred,predicted,11023325
20331242,Peak_Fre_2,1,1,2,3,5,inferred,predicted,11023325
20331242,Peak_Fre_5,1,1,1,2,3,inferred,predicted,11023325
20331242,Peak_10,89.6447365116572,140.673310104327,211.17557378206905,234.79999999999905,242.884959840851,model,predicted,11023325
20331242,Peak_2,12.3513638389569,14.6407971162305,15.284330077632802,17.8214478248135,34.6901428616575,model,predicted,11023325
20331242,Peak_5,45.29487,73.793450000000007,170.5643,187.6,190.428,model,predicted,11023325
20331242,DS_Dur_WS,126.989166666667,171.475,225,270.80625,297.1625,model,predicted,11023325
20331242,DS_Mag_50,-9.922063171075031e-17,0,0.00784482517673292,0.0280490620762755,0.0864834023979947,model,predicted,11023325
20331242,DS_Mag_90,0.0228722293909599,0.101093471254665,0.1728082001822,0.329445418298086,0.683549564804428,model,predicted,11023325
20331242,DS_Tim,182.99,210.1,237.725,279.85625,313.375,model,predicted,11023325
20331242,FA_Dur,2,3,4,7,9,obs,predicted,11023325
20331242,FA_Mag,0.547953424792868,1.13854490757739,2.02582918090103,4.86539754182354,8.43044749463558,model,predicted,11023325
20331242,FA_Tim,4.775,12,36.6833333333334,56,64,model,predicted,11023325
20331242,Peak_Dur_10,1,1,1,2,3.2,obs,predicted,11023325
20331242,Peak_Fre_10,1,1,1,1,2,obs,predicted,11023325
20331242,SP_Dur,19.8333333333333,33.6604166666666,64.5833333333333,117.3,161.03,model,predicted,11023325
20331242,SP_Mag,1.04016446473067,2.49931017572686,9.05332244924742,21.9159013052339,55.6813539489872,model,predicted,11023325
20331242,SP_ROC,0.0426683716965046,0.055194810813607303,0.0714285714285714,0.102555203630074,0.166666666666667,obs,predicted,11023325
20331242,SP_Tim,131.325,155.2,175.05,196.65,223.65,model,predicted,11023325
20331242,Wet_BFL_Dur,30.775,45.75,72.5833333333333,121.564583333334,162.8,model,predicted,11023325
20331242,Wet_BFL_Mag_10,0,0.0106871707092467,0.0771417460187228,0.239891728263791,0.476492956291599,model,predicted,11023325
20331242,Wet_BFL_Mag_50,0.0478130919670207,0.101132316578147,0.22335249336083,0.511733542137029,1.7708698008868,model,predicted,11023325
20331242,Wet_Tim,31,46.3729166666666,76.3333333333333,99.0416666666665,127.88,model,predicted,11023325
20351605,Peak_Dur_2,1,1,3,7,16,inferred,predicted,11046300
20351605,Peak_Dur_5,1,1,1,3,4.8,inferred,predicted,11046300
20351605,Peak_Fre_2,1,1,2,3,5,inferred,predicted,11046300
20351605,Peak_Fre_5,1,1,1,2,3,inferred,predicted,11046300
20351605,Peak_10,745.398809021837,1364.873575919,2152.5280846806304,2283.00000000001,2605.15185839165,model,predicted,11046300
20351605,Peak_2,70.3277559631951,107.458413554101,125,141.682556644269,262.05070586303,model,predicted,11046300
20351605,Peak_5,538.6948,886.3278,1027.632,1059.2089999999998,1172.909,model,predicted,11046300
20351605,DS_Dur_WS,169.155,196.75,224.4,260.025,276.01,model,predicted,11046300
20351605,DS_Mag_50,-6.63524672706028e-15,-1.4582959839692901e-15,0,0,0.103037306816606,model,predicted,11046300
20351605,DS_Mag_90,0.0296813021942596,0.178198269671144,0.443436139756569,1.4203836404371,2.96683788992994,model,predicted,11046300
20351605,DS_Tim,190.2375,213.75,232.916666666667,253.0875,273.9075,model,predicted,11046300
20351605,FA_Dur,2,3,4,7,9,obs,predicted,11046300
20351605,FA_Mag,1.73419013930894,3.70213691611481,9.9862561192448,21.195251086406,68.2447088801714,model,predicted,11046300
20351605,FA_Tim,10.25,24.90625,44,59.725,65.2583333333334,model,predicted,11046300
20351605,Peak_Dur_10,1,1,1,2,3.2,obs,predicted,11046300
20351605,Peak_Fre_10,1,1,1,1,2,obs,predicted,11046300
20351605,SP_Dur,23.295,35,54.1833333333334,70.0125,98.3508333333334,model,predicted,11046300
20351605,SP_Mag,6.4954441430695,42.3078994722709,58.7271264111927,125.69159300018,281.569272613779,model,predicted,11046300
20351605,SP_ROC,0.0426683716965046,0.055194810813607303,0.0714285714285714,0.102555203630074,0.166666666666667,obs,predicted,11046300
20351605,SP_Tim,155,161.675,175,188,213,model,predicted,11046300
20351605,Wet_BFL_Dur,33.6208333333334,54.5,73.125,101.35,139.5,model,predicted,11046300
20351605,Wet_BFL_Mag_10,0.024869951414523,0.209127458475927,0.622649817692885,1.23417768206525,2.26811319506163,model,predicted,11046300
20351605,Wet_BFL_Mag_50,1.06476423110429,2.54163399690296,3.53144434582473,6.18910055676357,7.95371880051598,model,predicted,11046300
20351605,Wet_Tim,50.6,78.4583333333333,94.1666666666667,100.3,120.6,model,predicted,11046300
20350533,Peak_Dur_2,1,1,3,7,16,inferred,predicted,11046500
20350533,Peak_Dur_5,1,1,1,3,4.8,inferred,predicted,11046500
20350533,Peak_Fre_2,1,1,2,3,5,inferred,predicted,11046500
20350533,Peak_Fre_5,1,1,1,2,3,inferred,predicted,11046500
20350533,Peak_10,897.162597217226,1301.71872837875,1399,1661.87878005914,2669.0954047531895,model,predicted,11046500
20350533,Peak_2,75.79655913978509,92.4999999999999,107.365356227469,153.529956312857,287.113933255456,model,predicted,11046500
20350533,Peak_5,455.1068,877.4557,1016.8,1142.179,1351.8270000000002,model,predicted,11046500
20350533,DS_Dur_WS,141.8975,160.4375,202.975,246.633333333333,275.328333333333,model,predicted,11046500
20350533,DS_Mag_50,0,0.150555519092168,0.313131432275177,0.614967204230317,0.820299059742771,model,predicted,11046500
20350533,DS_Mag_90,0.12105969080656,0.435989552604218,1.18519500487922,2.06572002972038,4.01992036084699,model,predicted,11046500
20350533,DS_Tim,193.545,218.25,243.266666666666,279.5625,306.91,model,predicted,11046500
20350533,FA_Dur,2,3,4,7,9,obs,predicted,11046500
20350533,FA_Mag,1.58112956712638,4.20145172221469,8.96821439752124,25.9403349407643,87.1465874199802,model,predicted,11046500
20350533,FA_Tim,8.885,19.5,41.0666666666666,55.425,63.6808333333334,model,predicted,11046500
20350533,Peak_Dur_10,1,1,1,2,3.2,obs,predicted,11046500
20350533,Peak_Fre_10,1,1,1,1,2,obs,predicted,11046500
20350533,SP_Dur,23.1125,39.18125,65.45,94.3375,132.075,model,predicted,11046500
20350533,SP_Mag,7.03404723592117,29.3106789141463,72.3275444304332,146.933135088122,340.46388649972903,model,predicted,11046500
20350533,SP_ROC,0.0426683716965046,0.055194810813607303,0.0714285714285714,0.102555203630074,0.166666666666667,obs,predicted,11046500
20350533,SP_Tim,150.826666666666,160.4375,175.5,187.3,214.3375,model,predicted,11046500
20350533,Wet_BFL_Dur,33.4125,52.075,77,111.704166666667,153.333333333333,model,predicted,11046500
20350533,Wet_BFL_Mag_10,0,0.257864856954921,0.880514063313201,1.83953627837771,2.96851407055385,model,predicted,11046500
20350533,Wet_BFL_Mag_50,0.967847829767081,2.3774295406477,3.95041389144912,6.7902413201519,8.8748689465207,model,predicted,11046500
20350533,Wet_Tim,34.58,59.71875,85.5,98,111.9125,model,predicted,11046500
20355480,Peak_Dur_2,1,1,3,7,16,inferred,predicted,11048553
20355480,Peak_Dur_5,1,1,1,3,4.8,inferred,predicted,11048553
20355480,Peak_Fre_2,1,1,2,3,5,inferred,predicted,11048553
20355480,Peak_Fre_5,1,1,1,2,3,inferred,predicted,11048553
20355480,Peak_10,86.13879725933909,163.959971724412,219.12,244.240390014544,327.804547390406,model,predicted,11048553
20355480,Peak_2,11.3484842268719,16.0394780214805,17.885173544631396,24.716358315042,52.199806397319605,model,predicted,11048553
20355480,Peak_5,37.69907,46.18612,49.44,80.03362,203.0678,model,predicted,11048553
20355480,DS_Dur_WS,92.925,129.25625,166.483333333334,209.38125,249.3625,model,predicted,11048553
20355480,DS_Mag_50,0.016930673930278,0.116186506282553,0.153454520373616,0.220346594323781,0.270399269022114,model,predicted,11048553
20355480,DS_Mag_90,0.0258827469796846,0.121413502562982,0.203792249685738,0.346000000000001,0.420052771733687,model,predicted,11048553
20355480,DS_Tim,208.391666666667,240.75,281.0875,307,333.956666666666,model,predicted,11048553
20355480,FA_Dur,2,3,4,7,9,obs,predicted,11048553
20355480,FA_Mag,0.99690202905833,1.78446424783379,3.01826751029277,7.39959978062003,12.6037304771564,model,predicted,11048553
20355480,FA_Tim,4,11.175,30.8875,44.86875,62,model,predicted,11048553
20355480,Peak_Dur_10,1,1,1,2,3.2,obs,predicted,11048553
20355480,Peak_Fre_10,1,1,1,1,2,obs,predicted,11048553
20355480,SP_Dur,25,46,83.575,124.35,155.6125,model,predicted,11048553
20355480,SP_Mag,0.754365149035932,2.8382790049818998,8.57000000000001,24.2123568587042,50.427143942529,model,predicted,11048553
20355480,SP_ROC,0.0426683716965046,0.055194810813607303,0.0714285714285714,0.102555203630074,0.166666666666667,obs,predicted,11048553
20355480,SP_Tim,137.9,158.075,180,205,234.2875,model,predicted,11048553
20355480,Wet_BFL_Dur,38.7,64.9,107.85,149.875,192,model,predicted,11048553
20355480,Wet_BFL_Mag_10,0.0403160293478332,0.107676847695731,0.198218708878826,0.26730990713961,0.309665657000935,model,predicted,11048553
20355480,Wet_BFL_Mag_50,0.0980156056542771,0.180000000000001,0.321409168336079,0.458031049078715,0.756965599680363,model,predicted,11048553
20355480,Wet_Tim,30.63,49.0166666666667,71.3125,93.86875,119.0925,model,predicted,11048553
22555344,Peak_Dur_2,1,1,3,7,16,inferred,predicted,11058600
22555344,Peak_Dur_5,1,1,1,3,4.8,inferred,predicted,11058600
22555344,Peak_Fre_2,1,1,2,3,5,inferred,predicted,11058600
22555344,Peak_Fre_5,1,1,1,2,3,inferred,predicted,11058600
22555344,Peak_10,97.0174205186478,101.051028981039,111.803152465076,208.731304389664,314.11535349471296,model,predicted,11058600
22555344,Peak_2,20.4926288079874,23.4025890520087,24.825782819331103,27.0142821937804,43.165391700387495,model,predicted,11058600
22555344,Peak_5,50.66912,53.2,62.101780000000005,121.2147,239.7661,model,predicted,11058600
22555344,DS_Dur_WS,97.58,116.5875,137,165.733333333334,194.62,model,predicted,11058600
22555344,DS_Mag_50,0.13327427608002201,0.285025824240431,0.441934912130384,0.601153969721482,0.766336741078257,model,predicted,11058600
22555344,DS_Mag_90,0.385979394294952,0.627394549482462,0.752335901776735,1.05279929995702,1.3304796695893,model,predicted,11058600
22555344,DS_Tim,273.55,290.55,299.645833333333,313,326.53,model,predicted,11058600
22555344,FA_Dur,2,3,4,7,9,obs,predicted,11058600
22555344,FA_Mag,0.867859866920054,1.4379146113975,2.41123800152228,5.08429944896532,7.25098001667478,model,predicted,11058600
22555344,FA_Tim,11,25.8,39.375,49.5416666666667,61.1025,model,predicted,11058600
22555344,Peak_Dur_10,1,1,1,2,3.2,obs,predicted,11058600
22555344,Peak_Fre_10,1,1,1,1,2,obs,predicted,11058600
22555344,SP_Dur,58.875,74.125,94.1666666666667,119,141.3575,model,predicted,11058600
22555344,SP_Mag,2.05700288018938,3.36987473044768,5.38717821723588,10.4027433328124,26.5994679003325,model,predicted,11058600
22555344,SP_ROC,0.0426683716965046,0.055194810813607303,0.0714285714285714,0.102555203630074,0.166666666666667,obs,predicted,11058600
22555344,SP_Tim,158,185.15625,197.2,213.10625,230.016666666666,model,predicted,11058600
22555344,Wet_BFL_Dur,62.81,94.675,117.8,138,163.33,model,predicted,11058600
22555344,Wet_BFL_Mag_10,0.502444893882513,0.763198816010937,0.997817433729463,1.17057757827847,1.62509010558406,model,predicted,11058600
22555344,Wet_BFL_Mag_50,0.987775897249871,1.57097753491196,1.77154285028347,2.20346365604937,2.97950460468906,model,predicted,11058600
22555344,Wet_Tim,49.75,63.125,80.75,92.8083333333334,102.9125,model,predicted,11058600
22554630,Peak_Dur_2,1,1,4,10,29,inferred,predicted,11063000
22554630,Peak_Dur_5,1,1,2,3,6,inferred,predicted,11063000
22554630,Peak_Fre_2,1,1,2,3,5,inferred,predicted,11063000
22554630,Peak_Fre_5,1,1,1,2,3,inferred,predicted,11063000
22554630,Peak_10,1006.47667181219,1590.17313638038,1851.27202221371,1910.47918908832,2318.5485515442497,model,predicted,11063000
22554630,Peak_2,109.788541757276,143.026016548034,150.681021592201,172.988794098135,245.687170406194,model,predicted,11063000
22554630,Peak_5,410.9446,498.3818,515.7180000000001,649.2146,1149.587,model,predicted,11063000
22554630,DS_Dur_WS,114.696666666667,148.275,183.325,220.1125,255.016666666666,model,predicted,11063000
22554630,DS_Mag_50,1.54269381743603,1.97704073807625,2.4625,3.09257985848506,4.3818756058252,model,predicted,11063000
22554630,DS_Mag_90,1.88338492301151,2.59850762551241,3.80936199713475,5.20362302600258,7.22030340073561,model,predicted,11063000
22554630,DS_Tim,194.975,238.5,269.875,299.39375,320.758333333333,model,predicted,11063000
22554630,FA_Dur,2,3,4,6,8,obs,predicted,11063000
22554630,FA_Mag,2.14221728938755,4.64984809723962,10.8461631716528,22.7396656984025,40.0501674657202,model,predicted,11063000
22554630,FA_Tim,9.75,24.2833333333333,42.2,52.34375,62.2066666666666,model,predicted,11063000
22554630,Peak_Dur_10,1,1,1,2,4,obs,predicted,11063000
22554630,Peak_Fre_10,1,1,1,1,2,obs,predicted,11063000
22554630,SP_Dur,45.5075,72.625,103.125,129.135416666667,172.5925,model,predicted,11063000
22554630,SP_Mag,12.2089943730759,25.3870020788904,44.4228451263934,111.499507164204,266.044433949308,model,predicted,11063000
22554630,SP_ROC,0.03845705116239,0.0486334288519571,0.0625000000000001,0.0813201980740652,0.114111705288176,obs,predicted,11063000
22554630,SP_Tim,137.241666666667,151.55,160.854166666667,182,205.755,model,predicted,11063000
22554630,Wet_BFL_Dur,31.725,53,78.05,103.23125,142,model,predicted,11063000
22554630,Wet_BFL_Mag_10,1.64885496833238,2.59628006747402,3.8,4.91866369026643,8.17741327615002,model,predicted,11063000
22554630,Wet_BFL_Mag_50,2.8735758964741702,5.07633910188716,7.0651005548701,9.57572291096635,17.8882664718634,model,predicted,11063000
22554630,Wet_Tim,46.725,69.7,85,94.925,108.9,model,predicted,11063000
22563182,Peak_Dur_2,1,1,3,7,16,inferred,predicted,11077000
22563182,Peak_Dur_5,1,1,1,3,4.8,inferred,predicted,11077000
22563182,Peak_Fre_2,1,1,2,3,5,inferred,predicted,11077000
22563182,Peak_Fre_5,1,1,1,2,3,inferred,predicted,11077000
22563182,Peak_10,192.632607380904,210.2,460.627243987545,1534.88592476879,3217.6377241997902,model,predicted,11077000
22563182,Peak_2,15.0000000000001,15.8743289454688,23.6605211127862,166.858252007643,598.022993837849,model,predicted,11077000
22563182,Peak_5,143,143,280.4805,811.8387,2184.6279999999997,model,predicted,11077000
22563182,DS_Dur_WS,132.1125,171.333333333333,211.804166666667,251.308333333334,282.713333333333,model,predicted,11077000
22563182,DS_Mag_50,-1.5287084098591901e-15,0,0.175342293591721,0.549667249787707,1.29609824721835,model,predicted,11077000
22563182,DS_Mag_90,0.0429544422974366,0.324060271800041,1.09469748316438,2.6686622659639,4.98257511462629,model,predicted,11077000
22563182,DS_Tim,184,209.4125,230.858333333334,265.09375,298.67,model,predicted,11077000
22563182,FA_Dur,2,3,4,7,9,obs,predicted,11077000
22563182,FA_Mag,1.57930081008132,4.16020371609241,9.4539773078231,27.3401017675597,76.6209879961622,model,predicted,11077000
22563182,FA_Tim,9.1225,25.4270833333333,44,57.5125,64.46,model,predicted,11077000
22563182,Peak_Dur_10,1,1,1,2,3.2,obs,predicted,11077000
22563182,Peak_Fre_10,1,1,1,1,2,obs,predicted,11077000
22563182,SP_Dur,18.8625,29.58125,47.2166666666667,81.675,116,model,predicted,11077000
22563182,SP_Mag,5.89997785550888,17.9663344993439,63.4918757446463,198.043793423428,569.695074832941,model,predicted,11077000
22563182,SP_ROC,0.0426683716965046,0.055194810813607303,0.0714285714285714,0.102555203630074,0.166666666666667,obs,predicted,11077000
22563182,SP_Tim,145.653333333333,160.2375,176,189.90625,211.883333333333,model,predicted,11077000
22563182,Wet_BFL_Dur,33.75,54.6125,78,109.5,153.05,model,predicted,11077000
22563182,Wet_BFL_Mag_10,0,0.137430205890091,0.751403898643131,1.98147295160062,3.61500178460836,model,predicted,11077000
22563182,Wet_BFL_Mag_50,0.700923752952731,2.17462550812444,4.63944167912497,7.66618080010967,13.1635497640476,model,predicted,11077000
22563182,Wet_Tim,41.65,69.4416666666667,88.1666666666667,102.025,118.258333333333,model,predicted,11077000
22522855,Peak_Dur_2,1,1,4,10,29,inferred,predicted,11080500
22522855,Peak_Dur_5,1,1,2,3,6,inferred,predicted,11080500
22522855,Peak_Fre_2,1,1,2,3,5,inferred,predicted,11080500
22522855,Peak_Fre_5,1,1,1,2,3,inferred,predicted,11080500
22522855,Peak_10,2131.97689378415,2617.37751659657,2687.793261453,2964.0560431850604,3359.40209603625,model,predicted,11080500
22522855,Peak_2,325.210677566024,368.598000836721,384.520432190309,442.590773512612,617.079242046401,model,predicted,11080500
22522855,Peak_5,1169.383,1548.206,1625.902,1749.006,2102.653,model,predicted,11080500
22522855,DS_Dur_WS,101.715,131.8625,158.891666666666,183.4375,207.825,model,predicted,11080500
22522855,DS_Mag_50,10.5642855001092,11.9339820071202,15.1839339519087,16.5017990805223,22.0436729251943,model,predicted,11080500
22522855,DS_Mag_90,12.3563123050245,17.1798852531871,21.4041257161365,27.1942638045069,37.8998290831704,model,predicted,11080500
22522855,DS_Tim,269.94,287.24375,299,310.10625,324.34,model,predicted,11080500
22522855,FA_Dur,2,3,4,6,8,obs,predicted,11080500
22522855,FA_Mag,13.1790191605792,24.7374793662399,43.5520387466079,76.3054744791434,145.88695753923,model,predicted,11080500
22522855,FA_Tim,9.4875,27.3333333333333,41,49.6,61.575,model,predicted,11080500
22522855,Peak_Dur_10,1,1,1,2,4,obs,predicted,11080500
22522855,Peak_Fre_10,1,1,1,1,2,obs,predicted,11080500
22522855,SP_Dur,69.5875,87.1666666666667,107.145833333333,137.7875,160.126666666666,model,predicted,11080500
22522855,SP_Mag,75.965526364996,104.858349456733,168.111900212366,238.711774801986,509.380607609906,model,predicted,11080500
22522855,SP_ROC,0.03845705116239,0.0486334288519571,0.0625000000000001,0.0813201980740652,0.114111705288176,obs,predicted,11080500
22522855,SP_Tim,147.483333333334,161.833333333333,176.5,199.725,224.2625,model,predicted,11080500
22522855,Wet_BFL_Dur,46.645,68.24375,98.2083333333333,124.625,151.1625,model,predicted,11080500
22522855,Wet_BFL_Mag_10,13.1675727133426,18.4820460503213,22.2921501885447,30.0978844159724,42.225807521816,model,predicted,11080500
22522855,Wet_BFL_Mag_50,30.3210266450505,43.5232427135983,54.7430976809798,71.3424162610957,103.014730673294,model,predicted,11080500
22522855,Wet_Tim,54.1625,70.8,89,98.2708333333333,109.3575,model,predicted,11080500
22524649,Peak_Dur_2,1,1,4,10,29,inferred,predicted,11082000
22524649,Peak_Dur_5,1,1,2,3,6,inferred,predicted,11082000
22524649,Peak_Fre_2,1,1,2,3,5,inferred,predicted,11082000
22524649,Peak_Fre_5,1,1,1,2,3,inferred,predicted,11082000
22524649,Peak_10,2755.2593233570396,3652.86304041462,3859.9999999999895,4071.3521490067296,5682.8688213463,model,predicted,11082000
22524649,Peak_2,391.31699712901496,487.998330292394,536.5,567.558780076782,738.4926326304891,model,predicted,11082000
22524649,Peak_5,1322.269,2141.4,2542,2631.6279999999997,2901.4709999999995,model,predicted,11082000
22524649,DS_Dur_WS,98.22,129.8125,170.133333333333,198.875,226.615,model,predicted,11082000
22524649,DS_Mag_50,6.50123244228207,9.86527094759794,15.3516776067398,18.2759495801238,24.5980029993684,model,predicted,11082000
22524649,DS_Mag_90,10.3044186137144,17.1619648276015,23.944663698944,32.4370596095249,44.6505838294259,model,predicted,11082000
22524649,DS_Tim,220.68,259.25,283.775,304.88125,331.6875,model,predicted,11082000
22524649,FA_Dur,2,3,4,6,8,obs,predicted,11082000
22524649,FA_Mag,10.9211054592456,23.0999589671856,43.0955034380297,70.0078480568777,155.699707590013,model,predicted,11082000
22524649,FA_Tim,7.9675,18.5375,37.5,45.1916666666666,56.375,model,predicted,11082000
22524649,Peak_Dur_10,1,1,1,2,4,obs,predicted,11082000
22524649,Peak_Fre_10,1,1,1,1,2,obs,predicted,11082000
22524649,SP_Dur,49.7375,69.7875,93.1,127.03125,155.01,model,predicted,11082000
22524649,SP_Mag,79.3826352676915,120.881966069294,223.897135742461,364.847861723008,760.760814117936,model,predicted,11082000
22524649,SP_ROC,0.03845705116239,0.0486334288519571,0.0625000000000001,0.0813201980740652,0.114111705288176,obs,predicted,11082000
22524649,SP_Tim,140.83,157.083333333333,172.5,186.25,214.61,model,predicted,11082000
22524649,Wet_BFL_Dur,42.475,63.5625,92.4541666666667,121.5,148.358333333334,model,predicted,11082000
22524649,Wet_BFL_Mag_10,7.46535549022493,12.8077401670345,17.6398597484421,24.8373653533732,35.1668278025708,model,predicted,11082000
22524649,Wet_BFL_Mag_50,21.3072374206009,32.051662657082,51.2551079305043,77.6652032356788,105.21646532394,model,predicted,11082000
22524649,Wet_Tim,52.1125,72.325,89.8875,100,110.455,model,predicted,11082000
22514414,Peak_Dur_2,1,1,4,10,29,inferred,predicted,11094000
22514414,Peak_Dur_5,1,1,2,3,6,inferred,predicted,11094000
22514414,Peak_Fre_2,1,1,2,3,5,inferred,predicted,11094000
22514414,Peak_Fre_5,1,1,1,2,3,inferred,predicted,11094000
22514414,Peak_10,1284.99664249394,1524.6882347874805,1640.7842393919102,2066.42135557554,2794.4837881934495,model,predicted,11094000
22514414,Peak_2,125.400214504295,137.76008580171802,152.344732159634,269.41179685455603,361.69553575509104,model,predicted,11094000
22514414,Peak_5,653.4293,809.1216,844,1060.253,1647.302,model,predicted,11094000
22514414,DS_Dur_WS,127.983333333333,156.5,185.5,216.53125,250.9125,model,predicted,11094000
22514414,DS_Mag_50,0,0.141540032650993,0.862252785233279,2.05879462875849,3.41164059268651,model,predicted,11094000
22514414,DS_Mag_90,1.07480052782192,2.02575894178776,4.09876638497059,7.93702578783163,13.3188608743992,model,predicted,11094000
22514414,DS_Tim,209.976666666667,241.883333333333,263.766666666667,283.90625,309,model,predicted,11094000
22514414,FA_Dur,2,3,4,6,8,obs,predicted,11094000
22514414,FA_Mag,3.09860035511872,5.784954099624,15.878246443123,33.6473527206639,68.1250289650962,model,predicted,11094000
22514414,FA_Tim,10,27.375,41,50,61.4166666666667,model,predicted,11094000
22514414,Peak_Dur_10,1,1,1,2,4,obs,predicted,11094000
22514414,Peak_Fre_10,1,1,1,1,2,obs,predicted,11094000
22514414,SP_Dur,41.43,60.975,82.05,111,148.45,model,predicted,11094000
22514414,SP_Mag,25.0678875428928,47.5492987739946,80.8700212623552,121.957169513585,235.760087931614,model,predicted,11094000
22514414,SP_ROC,0.03845705116239,0.0486334288519571,0.0625000000000001,0.0813201980740652,0.114111705288176,obs,predicted,11094000
22514414,SP_Tim,143.196666666666,155.5,169.5,184.25,204.686666666666,model,predicted,11094000
22514414,Wet_BFL_Dur,35.67,57.975,81.6,110,137.705,model,predicted,11094000
22514414,Wet_BFL_Mag_10,1.11954515905635,1.89156618937639,3.56717315693479,7.95371788179786,12.6185582138878,model,predicted,11094000
22514414,Wet_BFL_Mag_50,3.90664601740226,7.40969947755616,12.7211643452091,23.2656057510886,35.5428986437136,model,predicted,11094000
22514414,Wet_Tim,57.0966666666666,76.21875,88.1,102.5,113.765,model,predicted,11094000
22514458,Peak_Dur_2,1,1,4,10,29,inferred,predicted,11095500
22514458,Peak_Dur_5,1,1,2,3,6,inferred,predicted,11095500
22514458,Peak_Fre_2,1,1,2,3,5,inferred,predicted,11095500
22514458,Peak_Fre_5,1,1,1,2,3,inferred,predicted,11095500
22514458,Peak_10,1693.5437778161802,1784,1934.79195078774,3120.0698289269603,5003.55281887027,model,predicted,11095500
22514458,Peak_2,190.576283011163,202,224.221624008306,335.829029406948,700.461211630156,model,predicted,11095500
22514458,Peak_5,911.6662,957.2,989.9737,1359.5510000000002,2620.967,model,predicted,11095500
22514458,DS_Dur_WS,116.2375,144.95,182,219.1375,263.623333333334,model,predicted,11095500
22514458,DS_Mag_50,0.381446706564052,1.34389712079716,2.80120227806945,4.15348830230606,7.3258366639701,model,predicted,11095500
22514458,DS_Mag_90,2.20112543297505,4.12280885903969,7.22510818083247,12.3929443594796,20.6795223242495,model,predicted,11095500
22514458,DS_Tim,215.09,249.36875,274.133333333333,303.23125,333,model,predicted,11095500
22514458,FA_Dur,2,3,4,6,8,obs,predicted,11095500
22514458,FA_Mag,5.11755806638292,8.61201767166017,21.380750134295,47.9080548270834,96.502587381085,model,predicted,11095500
22514458,FA_Tim,7.385,19.11875,38.3541666666667,49,59.3875,model,predicted,11095500
22514458,Peak_Dur_10,1,1,1,2,4,obs,predicted,11095500
22514458,Peak_Fre_10,1,1,1,1,2,obs,predicted,11095500
22514458,SP_Dur,40.8875,62.5,92.925,130.3,164.545,model,predicted,11095500
22514458,SP_Mag,43.4758440850227,85.3189555624083,132.5,207.110264756767,393.605588696948,model,predicted,11095500
22514458,SP_ROC,0.03845705116239,0.0486334288519571,0.0625000000000001,0.0813201980740652,0.114111705288176,obs,predicted,11095500
22514458,SP_Tim,144.33,155,165.5,184.25,201.386666666666,model,predicted,11095500
